CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country
1115,Pooja,Male,43.0,Bangalore,2025-03-20,,2460.355,3.0,,,Canada
,Sneha,Male,43.0,Ahmedabad,2021-01-09,,2460.355,3.0,,,Canada
1117,Ankit,Female,43.0,Mumbai,2020-09-18,,2460.355,3.0,,,Canada
1118,Priya,Female,44.0,Kolkata,2025-08-12,,2460.355,3.0,user1117@mail.com,,USA
C1119,Rahul,Unknown,43.0,Delhi,2024-01-30,2025-08-13,2460.355,3.0,,9669058681,UK
1120,Kiran,Female,68.0,Hyderabad,2023-03-17,2022-05-16,2460.355,3.0,,,India
1121,Rahul,Male,43.0,Ahmedabad,2020-10-31,,2460.355,1.0,,,Unknown
C1122,Sneha,Female,43.0,Kolkata,2022-10-04,2025-05-25,2460.355,2.0,,,Canada
,Unknown,Female,24.0,Kolkata,2021-07-07,2022-01-18,2460.355,3.0,user1122@mail.com,,USA
1124,Ravi,Unknown,43.0,Hyderabad,,,2460.355,3.0,,,UK
C1125,Ravi,Male,47.0,Hyderabad,,2022-05-16,2460.355,3.0,user1124@mail.com,,India
,Sneha,Female,50.0,Mumbai,,,2460.355,3.0,,,India
C1127,Unknown,Male,43.0,Mumbai,,,2460.355,3.0,user1126@mail.com,,UK
1128,Sneha,Male,43.0,Mumbai,,,2460.355,3.0,user1127@mail.com,9670599015,UK
1129,Amit,Female,43.0,Chennai,2023-05-30,,2460.355,3.0,user1128@mail.com,,Australia
1130,Neha,Female,43.0,Bangalore,2023-03-07,,2460.355,3.0,,,Unknown
,Ankit,Male,31.0,Hyderabad,,,2460.355,3.0,,9719239024,Australia
,Unknown,Male,43.0,Chennai,,,2460.355,3.0,user1131@mail.com,,Australia
1133,Kiran,Unknown,28.0,Unknown,,2025-09-13,2460.355,3.0,,,Unknown
1134,Unknown,Unknown,43.0,Bangalore,2021-10-15,,2460.355,3.0,,9204266874,India
C1135,Unknown,Female,43.0,Unknown,2022-09-23,,184.79,3.0,,9128764355,Unknown
,Neha,Male,43.0,Kolkata,,,2437.37,3.0,,,Australia
1137,Ravi,Male,43.0,Chennai,,,2460.355,3.0,user1136@mail.com,,Australia
1138,Priya,Unknown,43.0,Pune,,,2460.355,3.0,user1137@mail.com,,USA
1139,Amit,Female,43.0,Delhi,,,4667.46,3.0,user1138@mail.com,,UK
1140,Amit,Female,43.0,Bangalore,,,2460.355,3.0,,,UK
,Pooja,Unknown,43.0,Mumbai,,,1589.57,3.0,,9754462561,Canada
1142,Kiran,Female,43.0,Ahmedabad,2021-08-01,2021-03-04,2460.355,3.0,user1141@mail.com,,Australia
,Unknown,Male,43.0,Hyderabad,,,4388.6,3.0,user1142@mail.com,,India
1144,Amit,Female,43.0,Pune,,,2460.355,3.0,,,Canada
1145,Kiran,Male,43.0,Delhi,2020-12-25,,2460.355,3.0,user1144@mail.com,9280514603,UK
1146,Sneha,Male,29.0,Pune,,,2460.355,3.0,,9670919502,UK
1147,Amit,Female,43.0,Chennai,2024-04-22,2020-09-07,3035.4,3.0,,,Unknown
1148,Priya,Male,43.0,Pune,,2024-06-17,2460.355,3.0,,,Australia
,Ravi,Female,43.0,Ahmedabad,2021-07-11,,2460.355,3.0,,,India
1150,Ankit,Male,48.0,Ahmedabad,,,2460.355,3.0,,9911015064,UK
,Unknown,Unknown,43.0,Delhi,2025-12-07,2024-03-28,2460.355,3.0,,,Unknown
C1152,Unknown,Female,43.0,Mumbai,2024-02-13,,2460.355,3.0,user1151@mail.com,,India
1153,Kiran,Female,43.0,Hyderabad,,,2460.355,3.0,,,UK
1154,Unknown,Female,43.0,Kolkata,,2021-12-27,535.96,3.0,,,USA
1155,Unknown,Female,43.0,Mumbai,2023-06-04,2022-01-15,2460.355,3.0,,,Unknown
1156,Ankit,Unknown,43.0,Mumbai,,2023-02-02,2460.355,3.0,,,India
1157,Rahul,Male,18.0,Bangalore,2023-12-06,,2460.355,3.0,,9637390356,India
C1158,Pooja,Female,43.0,Unknown,,,2460.355,3.0,,,Unknown
1159,Unknown,Male,35.0,Pune,,,2460.355,2.0,,,Canada
C1160,Neha,Male,29.0,Ahmedabad,,2021-02-01,2460.355,3.0,,9851429839,Unknown
1161,Ankit,Female,41.0,Kolkata,,2023-04-30,130.55,3.0,user1160@mail.com,,Australia
,Priya,Unknown,54.0,Hyderabad,,2023-05-06,2460.355,3.0,,,Canada
1163,Ankit,Unknown,43.0,Hyderabad,,2022-04-18,2460.355,4.0,,,Canada
1164,Simran,Female,43.0,Kolkata,2024-02-23,2023-07-25,1503.15,3.0,,,UK
,Ankit,Female,43.0,Mumbai,,2023-06-27,636.9,3.0,,,Australia
1166,Amit,Unknown,43.0,Unknown,2025-11-30,,2460.355,4.0,,,USA
,Pooja,Unknown,43.0,Hyderabad,2021-05-27,,2460.355,5.0,user1166@mail.com,,India
1168,Unknown,Male,25.0,Mumbai,2023-07-15,,2460.355,1.0,,,Canada
C1169,Simran,Unknown,26.0,Mumbai,2023-12-22,,1543.13,4.0,,9636710171,USA
1170,Rahul,Male,43.0,Chennai,,2024-12-23,4704.03,3.0,,,Unknown
C1171,Unknown,Unknown,43.0,Mumbai,2021-03-12,,2460.355,3.0,,,UK
1172,Amit,Male,43.0,Delhi,,,2460.355,3.0,,9865764458,Unknown
1173,Pooja,Female,43.0,Delhi,,,2460.355,3.0,,,UK
,Rahul,Male,43.0,Delhi,,,2460.355,3.0,,,Unknown
1175,Kiran,Male,43.0,Unknown,,,2460.355,5.0,user1174@mail.com,,Unknown
1176,Unknown,Male,37.0,Kolkata,2020-09-25,,2460.355,3.0,,,USA
1177,Ravi,Female,43.0,Ahmedabad,2024-09-26,,2460.355,3.0,user1176@mail.com,,Australia
1178,Unknown,Unknown,43.0,Chennai,2025-05-18,,2460.355,3.0,,,India
1179,Amit,Unknown,70.0,Bangalore,2021-02-22,,2460.355,3.0,,9539793243,Canada
,Rahul,Male,43.0,Kolkata,,,404.07,4.0,,,India
1181,Sneha,Male,43.0,Ahmedabad,2021-02-17,,2460.355,3.0,,,Canada
1182,Rahul,Female,64.0,Pune,,,2460.355,3.0,user1181@mail.com,9959008798,UK
,Unknown,Female,43.0,Pune,2020-12-26,,2460.355,1.0,,9513585825,India
1184,Rahul,Male,43.0,Ahmedabad,,2021-12-03,4357.12,2.0,user1183@mail.com,,Canada
,Sneha,Female,55.0,Bangalore,2023-11-22,,3960.02,3.0,,,UK
1186,Amit,Female,43.0,Bangalore,2024-05-05,,2460.355,3.0,,,USA
1187,Ankit,Unknown,43.0,Kolkata,,,183.8,3.0,,,Canada
C1188,Simran,Female,43.0,Bangalore,2024-11-07,,2460.355,3.0,,,Unknown
1189,Rahul,Unknown,43.0,Unknown,,,395.44,3.0,,,India
1190,Pooja,Female,43.0,Pune,,,2460.355,3.0,user1189@mail.com,9494735409,Canada
1191,Simran,Female,43.0,Bangalore,,2023-08-30,2460.355,4.0,user1190@mail.com,,Canada
,Ankit,Female,43.0,Ahmedabad,,,2460.355,3.0,,,UK
1193,Simran,Unknown,43.0,Unknown,,,1135.54,3.0,user1192@mail.com,,India
C1194,Ravi,Female,43.0,Bangalore,2021-10-20,,2430.68,3.0,,9500555163,India
C1195,Sneha,Unknown,43.0,Kolkata,,,2460.355,3.0,user1194@mail.com,9137264830,USA
C1196,Priya,Male,43.0,Unknown,,2025-05-20,2460.355,3.0,,,Australia
1197,Pooja,Male,43.0,Bangalore,,2025-01-22,2460.355,2.0,user1196@mail.com,9446650334,Australia
C1198,Pooja,Unknown,43.0,Chennai,2024-07-16,,2460.355,4.0,,,Canada
1199,Ravi,Male,43.0,Mumbai,2024-05-09,,2460.355,3.0,,,Australia
1201,Kiran,Male,43.0,Chennai,,,2460.355,3.0,,9777051045,Canada
1202,Rahul,Female,47.0,Bangalore,2021-05-31,,1150.79,3.0,,9516489429,India
1203,Unknown,Unknown,43.0,Ahmedabad,,2022-04-25,2460.355,3.0,,,India
C1204,Ankit,Female,43.0,Pune,2023-03-29,,2460.355,3.0,,,Unknown
1205,Simran,Female,43.0,Hyderabad,,,2460.355,3.0,,,India
1206,Amit,Male,43.0,Delhi,2024-12-06,,2460.355,3.0,,,Unknown
1207,Unknown,Male,43.0,Ahmedabad,,,2460.355,5.0,,,UK
,Unknown,Female,43.0,Mumbai,2026-01-26,2023-07-07,2460.355,2.0,,,Unknown
1209,Neha,Unknown,43.0,Mumbai,,,699.76,2.0,,9816558820,Canada
,Ankit,Female,43.0,Unknown,2024-06-06,,2460.355,3.0,,,UK
,Ravi,Male,43.0,Unknown,2022-02-08,,2460.355,3.0,,9520232543,UK
,Unknown,Male,43.0,Bangalore,,2022-10-15,2460.355,3.0,,9576939677,USA
1213,Rahul,Male,43.0,Chennai,,,4507.22,3.0,,9361637184,USA
,Unknown,Male,56.0,Ahmedabad,,,3983.15,3.0,user1213@mail.com,,India
1215,Unknown,Female,43.0,Kolkata,2024-03-30,,2460.355,3.0,,,India
C1216,Unknown,Female,43.0,Kolkata,,,2460.355,3.0,user1215@mail.com,,USA
,Pooja,Female,43.0,Chennai,2021-07-09,,2460.355,3.0,,,Canada
1218,Unknown,Female,43.0,Mumbai,2025-10-31,,2460.355,3.0,user1217@mail.com,9313523435,UK
,Ankit,Female,54.0,Bangalore,,,2460.355,3.0,user1218@mail.com,9277045555,Australia
C1220,Pooja,Female,43.0,Hyderabad,2021-04-13,,2460.355,3.0,,,Unknown
C1221,Sneha,Male,43.0,Ahmedabad,2020-11-07,,2460.355,3.0,,,India
1222,Unknown,Male,43.0,Chennai,2024-09-17,2020-11-05,2460.355,5.0,,,Unknown
1223,Rahul,Female,43.0,Pune,2023-12-13,2023-01-17,2460.355,3.0,,,Canada
,Neha,Unknown,20.0,Hyderabad,,,2460.355,3.0,,9521287933,Australia
1225,Neha,Unknown,43.0,Bangalore,,,2932.27,3.0,,,Canada
,Rahul,Unknown,22.0,Delhi,2023-09-07,,2460.355,3.0,,,Unknown
1227,Neha,Female,43.0,Chennai,2020-12-01,2022-03-17,2460.355,1.0,user1226@mail.com,,Canada
1228,Neha,Male,43.0,Mumbai,2025-05-17,,1923.85,3.0,,,Unknown
1229,Ravi,Unknown,64.0,Bangalore,,,2460.355,3.0,user1228@mail.com,,USA
1230,Ankit,Female,41.0,Delhi,,,2460.355,3.0,,,UK
C1231,Ravi,Female,48.0,Delhi,2024-07-31,2023-04-01,2460.355,3.0,,,UK
,Pooja,Female,43.0,Kolkata,,,850.59,3.0,,,India
1233,Unknown,Unknown,48.0,Unknown,,,2460.355,3.0,,,Unknown
1234,Kiran,Female,43.0,Delhi,2023-05-19,,2460.355,3.0,,,UK
1235,Sneha,Female,18.0,Pune,,,2460.355,3.0,,,Australia
1236,Kiran,Female,43.0,Ahmedabad,,,2460.355,4.0,user1235@mail.com,9339788427,UK
C1237,Unknown,Male,33.0,Kolkata,,2024-07-14,2460.355,5.0,,,Unknown
C1238,Sneha,Female,43.0,Unknown,,,2460.355,3.0,user1237@mail.com,,USA
1239,Ankit,Male,43.0,Unknown,2026-01-25,2021-03-07,2460.355,3.0,,9115601850,Canada
C1240,Pooja,Female,53.0,Chennai,,,2460.355,3.0,,,USA
1241,Simran,Female,21.0,Unknown,2023-04-09,2021-10-03,2460.355,3.0,,9625653979,UK
,Ankit,Unknown,43.0,Pune,2021-09-25,,2460.355,3.0,,,USA
,Neha,Male,43.0,Mumbai,2024-08-29,2021-07-28,2460.355,3.0,,,USA
C1244,Kiran,Female,50.0,Pune,2021-12-13,,2460.355,3.0,,,UK
1245,Simran,Unknown,43.0,Kolkata,,,2460.355,1.0,,9338540982,Unknown
1246,Rahul,Unknown,43.0,Pune,,2022-12-09,69.93,3.0,,,Canada
1247,Unknown,Male,43.0,Mumbai,2023-11-16,,3182.41,3.0,user1246@mail.com,,UK
,Unknown,Female,60.0,Bangalore,2021-06-20,2022-04-23,3991.69,3.0,,,UK
,Rahul,Female,43.0,Pune,,,2460.355,3.0,user1248@mail.com,,UK
1250,Kiran,Male,43.0,Mumbai,2021-03-03,2020-10-21,2460.355,3.0,,9529794299,India
C1251,Sneha,Male,43.0,Bangalore,2025-09-30,,2460.355,3.0,,9807815019,USA
1252,Unknown,Unknown,43.0,Bangalore,2020-11-10,,2460.355,3.0,,9188291498,UK
1253,Neha,Female,50.0,Chennai,,2023-07-27,2460.355,3.0,user1252@mail.com,,Unknown
C1254,Rahul,Unknown,43.0,Chennai,2024-11-07,,2460.355,3.0,,,Canada
C1255,Rahul,Unknown,43.0,Pune,,2024-03-25,2460.355,3.0,user1254@mail.com,,UK
1256,Ankit,Female,43.0,Bangalore,,,2460.355,3.0,user1255@mail.com,9125590782,UK
1257,Neha,Female,43.0,Bangalore,,,2460.355,3.0,,,UK
,Rahul,Unknown,43.0,Unknown,,,2460.355,3.0,user1257@mail.com,,Canada
,Sneha,Female,27.0,Chennai,,2025-03-05,2460.355,3.0,,,India
1260,Pooja,Female,43.0,Ahmedabad,2024-08-19,2023-09-02,4487.52,3.0,,9496690044,UK
,Ankit,Unknown,43.0,Kolkata,2024-08-09,2022-12-04,2460.355,3.0,,,UK
1262,Ankit,Female,61.0,Pune,,2022-03-24,2460.355,3.0,,9944079049,Canada
1263,Ankit,Female,43.0,Bangalore,,2021-09-06,2460.355,3.0,user1262@mail.com,9857257204,India
C1264,Neha,Unknown,62.0,Bangalore,,,2460.355,3.0,,,India
,Pooja,Male,43.0,Delhi,2021-05-24,,103.69,3.0,,9544231087,India
1266,Pooja,Unknown,43.0,Ahmedabad,2023-06-15,2020-10-14,2460.355,3.0,,,Unknown
C1267,Priya,Female,43.0,Kolkata,2024-09-29,,2951.9,3.0,,,USA
1268,Pooja,Male,55.0,Ahmedabad,2023-02-15,,2460.355,3.0,,9778214251,USA
,Neha,Female,43.0,Chennai,,2020-10-07,2460.355,3.0,user1268@mail.com,,Australia
1270,Rahul,Male,68.0,Bangalore,,,1500.23,3.0,,,USA
1271,Ankit,Male,43.0,Hyderabad,,,2460.355,3.0,,,UK
,Priya,Male,43.0,Chennai,2024-12-04,,2460.355,3.0,,,USA
,Pooja,Male,44.0,Unknown,,,2472.13,3.0,,,USA
1274,Sneha,Male,43.0,Unknown,2024-05-19,2021-06-01,2460.355,3.0,,,Canada
,Kiran,Unknown,43.0,Delhi,2024-12-01,,2231.91,3.0,,,Canada
,Pooja,Unknown,43.0,Unknown,2021-06-26,2021-01-26,2508.0,3.0,,9896217096,USA
1277,Kiran,Male,43.0,Delhi,,,2618.82,5.0,user1276@mail.com,,Australia
,Neha,Male,43.0,Ahmedabad,2021-10-15,2022-06-17,2460.355,3.0,,,Unknown
C1279,Unknown,Male,43.0,Unknown,2020-09-02,,2460.355,4.0,,,Canada
1280,Amit,Female,43.0,Hyderabad,,2022-11-21,2460.355,3.0,,,UK
,Pooja,Female,43.0,Kolkata,,,2460.355,4.0,,,India
1282,Ravi,Female,43.0,Delhi,2025-11-30,,2460.355,3.0,,,UK
1283,Unknown,Female,63.0,Delhi,,2022-01-17,2460.355,3.0,,,USA
,Unknown,Unknown,43.0,Hyderabad,2021-03-31,,2460.355,3.0,user1283@mail.com,9832234223,Unknown
1285,Ankit,Female,48.0,Chennai,,,2460.355,3.0,,,India
1286,Pooja,Unknown,43.0,Mumbai,,2025-04-25,2229.62,4.0,,9295856598,India
1287,Ankit,Unknown,43.0,Unknown,2024-07-17,,3139.15,3.0,,,Canada
C1288,Priya,Unknown,43.0,Unknown,2021-03-24,,2460.355,3.0,user1287@mail.com,,India
1289,Pooja,Unknown,43.0,Mumbai,2020-10-10,2021-01-14,2460.355,3.0,,,UK
C1290,Pooja,Female,43.0,Ahmedabad,2025-03-23,,1403.38,3.0,,9600784676,India
1291,Priya,Male,43.0,Bangalore,2023-07-25,2024-07-12,2460.355,3.0,user1290@mail.com,,USA
1292,Simran,Unknown,43.0,Pune,2022-10-14,,2460.355,1.0,,,UK
1293,Amit,Male,68.0,Unknown,2022-11-01,2023-01-07,2460.355,3.0,,9413729936,Unknown
1294,Ankit,Female,43.0,Unknown,,,2460.355,3.0,,9736677238,USA
,Pooja,Male,43.0,Delhi,,,2460.355,3.0,user1294@mail.com,,Unknown
,Simran,Male,43.0,Hyderabad,,,3049.28,5.0,,,Canada
1297,Priya,Male,60.0,Chennai,,2021-01-01,2460.355,3.0,,9108998212,UK
,Priya,Male,43.0,Mumbai,2025-08-21,2023-09-29,2460.355,2.0,user1297@mail.com,,Unknown
1299,Rahul,Unknown,64.0,Delhi,2024-03-31,2021-11-14,2460.355,3.0,user1298@mail.com,,Unknown
1300,Unknown,Unknown,43.0,Bangalore,2024-03-31,,2460.355,3.0,,,Canada
C1301,Rahul,Female,64.0,Pune,2025-07-16,,2460.355,3.0,,,USA
C1302,Amit,Unknown,43.0,Ahmedabad,2023-01-26,,2460.355,3.0,,,UK
1303,Unknown,Female,39.0,Mumbai,,2021-01-10,2460.355,3.0,user1302@mail.com,,Unknown
C1304,Unknown,Male,43.0,Mumbai,,2020-10-15,2460.355,3.0,,,Unknown
1305,Unknown,Male,43.0,Pune,,2021-05-21,2460.355,3.0,,,Australia
C1306,Kiran,Female,21.0,Chennai,,,2217.56,3.0,,9299622728,Australia
C1307,Amit,Unknown,43.0,Hyderabad,2023-02-12,,2460.355,3.0,,,India
C1308,Ankit,Male,43.0,Mumbai,2025-01-30,2025-10-26,2460.355,3.0,user1307@mail.com,,Unknown
,Rahul,Female,43.0,Unknown,,,2460.355,3.0,,9354113438,Australia
C1310,Rahul,Unknown,57.0,Delhi,,,3353.85,3.0,,,Unknown
C1311,Priya,Male,43.0,Delhi,,2022-09-28,2949.11,3.0,user1310@mail.com,,Unknown
C1312,Ankit,Unknown,43.0,Hyderabad,2023-09-18,2024-10-01,2460.355,3.0,,,Australia
,Kiran,Male,43.0,Kolkata,,,2460.355,5.0,,,Canada
C1314,Unknown,Unknown,37.0,Hyderabad,,,2460.355,3.0,user1313@mail.com,,Australia
1315,Rahul,Unknown,43.0,Unknown,2022-08-28,,2460.355,3.0,,,Unknown
1316,Pooja,Unknown,43.0,Kolkata,2021-06-14,,3906.89,3.0,,9667668097,USA
1317,Amit,Female,56.0,Chennai,,2022-02-05,2471.08,3.0,,9722529203,USA
1318,Kiran,Male,43.0,Unknown,,2024-12-04,2460.355,3.0,,,USA
1319,Pooja,Unknown,43.0,Unknown,,,2460.355,3.0,,9626760998,USA
1320,Amit,Female,43.0,Unknown,,,2460.355,3.0,user1319@mail.com,,Unknown
1321,Sneha,Unknown,43.0,Delhi,2024-05-25,,2460.355,3.0,,,Unknown
1322,Simran,Male,43.0,Hyderabad,,,2460.355,5.0,,,UK
,Unknown,Female,43.0,Pune,2023-06-19,,1298.41,3.0,user1322@mail.com,,India
C1324,Pooja,Male,43.0,Bangalore,2024-09-02,,2460.355,3.0,,,Unknown
,Ravi,Unknown,43.0,Bangalore,,2023-04-13,2460.355,5.0,,,Australia
C1326,Unknown,Male,43.0,Chennai,,2021-03-02,2460.355,3.0,,,Canada
1327,Rahul,Female,43.0,Bangalore,,,4498.86,3.0,,,Canada
,Kiran,Female,43.0,Unknown,,,2924.59,5.0,,,India
1329,Pooja,Female,43.0,Bangalore,,,2460.355,3.0,,,Unknown
1330,Sneha,Female,43.0,Bangalore,2022-07-31,2023-05-02,2460.355,3.0,user1329@mail.com,9157630685,India
1331,Neha,Female,34.0,Delhi,,2021-06-14,2460.355,1.0,user1330@mail.com,,Australia
,Ravi,Female,43.0,Pune,2022-06-04,,2559.25,5.0,,,USA
1333,Unknown,Female,43.0,Bangalore,,,1932.12,3.0,,,India
1334,Kiran,Unknown,43.0,Kolkata,2025-12-19,,2460.355,3.0,,,India
1335,Pooja,Female,43.0,Unknown,2023-03-05,,2460.355,4.0,,,Australia
1336,Ravi,Unknown,43.0,Unknown,2024-12-30,,973.83,2.0,,9672791656,Canada
1337,Simran,Female,43.0,Unknown,,,2460.355,3.0,,,Canada
C1338,Amit,Female,43.0,Pune,,,2460.355,3.0,,,UK
C1339,Ravi,Unknown,43.0,Hyderabad,2021-09-12,,2460.355,3.0,,,India
1340,Unknown,Male,43.0,Mumbai,2025-11-16,,2460.355,3.0,,,Canada
C1341,Neha,Female,43.0,Kolkata,2021-06-22,,2460.355,3.0,,,India
C1342,Ravi,Male,43.0,Pune,2023-04-27,,2460.355,3.0,,,UK
,Neha,Unknown,50.0,Pune,2024-06-30,,2460.355,3.0,,9295678981,Canada
1344,Pooja,Unknown,43.0,Chennai,2024-08-30,,2460.355,3.0,,,UK
1345,Priya,Male,43.0,Pune,2022-02-04,,2460.355,2.0,,,USA
C1346,Neha,Male,43.0,Bangalore,,,2460.355,3.0,user1345@mail.com,,Unknown
C1347,Rahul,Male,43.0,Ahmedabad,,,2460.355,2.0,,,Canada
C1348,Priya,Male,43.0,Pune,,,1359.16,3.0,,,USA
1349,Ankit,Unknown,43.0,Hyderabad,2025-05-10,,187.78,3.0,,,USA
1350,Unknown,Male,43.0,Delhi,2023-07-17,,2460.355,3.0,,,Australia
C1351,Priya,Male,30.0,Mumbai,,2025-07-08,2460.355,3.0,,9307618167,USA
,Pooja,Female,29.0,Chennai,2022-06-03,2023-09-25,2460.355,3.0,,,Australia
1353,Simran,Unknown,43.0,Delhi,2026-01-18,,2460.355,3.0,,9144216746,UK
1354,Pooja,Male,64.0,Bangalore,2022-03-22,,2460.355,3.0,,,Australia
C1355,Rahul,Male,43.0,Ahmedabad,2026-01-19,,1176.53,3.0,,,India
1356,Kiran,Unknown,43.0,Hyderabad,2024-02-21,,2460.355,3.0,user1355@mail.com,,India
1357,Unknown,Female,43.0,Kolkata,,2023-03-23,2460.355,2.0,,,USA
1358,Ravi,Unknown,43.0,Mumbai,2023-12-24,,4087.76,3.0,,,Australia
C1359,Sneha,Female,43.0,Bangalore,,,2460.355,1.0,,,UK
C1360,Rahul,Female,34.0,Bangalore,2022-03-21,,2460.355,3.0,,,Australia
1361,Priya,Female,49.0,Unknown,,,2460.355,3.0,,,Unknown
1362,Pooja,Male,18.0,Mumbai,2025-09-26,2023-10-23,2460.355,5.0,,9407527430,Australia
1363,Amit,Male,43.0,Hyderabad,,2023-07-07,353.77,3.0,,9586801684,India
1364,Priya,Female,43.0,Mumbai,2020-09-20,,2460.355,3.0,,,India
1365,Kiran,Male,43.0,Pune,,,2460.355,3.0,,,UK
,Priya,Unknown,43.0,Chennai,,2021-10-09,2460.355,3.0,user1365@mail.com,,Australia
,Neha,Unknown,43.0,Pune,2023-03-25,2021-02-20,2460.355,3.0,,,Australia
1368,Rahul,Male,69.0,Pune,,,2460.355,3.0,user1367@mail.com,,UK
1369,Kiran,Female,43.0,Ahmedabad,,,2460.355,3.0,,,Unknown
1370,Kiran,Male,40.0,Kolkata,2021-03-02,,2460.355,3.0,,,Unknown
1371,Rahul,Female,43.0,Bangalore,2024-08-15,,2460.355,1.0,,,Unknown
,Rahul,Unknown,43.0,Bangalore,2024-01-31,,2460.355,3.0,user1371@mail.com,,USA
1373,Ankit,Male,43.0,Chennai,2025-12-13,,388.61,3.0,,,Unknown
1374,Rahul,Female,43.0,Ahmedabad,2024-07-01,,2460.355,3.0,,,India
C1375,Simran,Unknown,43.0,Mumbai,2024-06-10,,2460.355,3.0,,,Australia
,Unknown,Unknown,43.0,Delhi,,2025-02-01,2460.355,5.0,,,USA
C1377,Unknown,Female,24.0,Ahmedabad,,2021-03-02,2460.355,3.0,,9662465022,India
,Unknown,Female,43.0,Mumbai,,2025-05-11,2460.355,3.0,user1377@mail.com,,UK
1379,Ankit,Unknown,43.0,Mumbai,,2025-06-06,2460.355,4.0,,9375879824,Unknown
C1380,Neha,Male,43.0,Ahmedabad,,2023-11-11,2460.355,5.0,user1379@mail.com,,India
,Simran,Unknown,43.0,Hyderabad,,2022-07-06,2460.355,2.0,user1380@mail.com,,UK
1382,Amit,Male,43.0,Chennai,2022-10-02,2021-10-27,2460.355,3.0,,,UK
1383,Sneha,Unknown,70.0,Delhi,,,2460.355,3.0,,9344566850,USA
C1384,Amit,Unknown,43.0,Bangalore,2022-05-04,2022-02-17,2460.355,3.0,,9941758532,India
,Unknown,Male,43.0,Hyderabad,2022-04-17,2025-07-04,2460.355,3.0,user1384@mail.com,9715533066,Australia
1386,Sneha,Female,43.0,Pune,,2021-01-26,2460.355,3.0,,,UK
1387,Ankit,Male,43.0,Delhi,,,2460.355,3.0,,,UK
C1388,Simran,Unknown,43.0,Chennai,2022-05-04,2024-03-18,2460.355,5.0,,9956710908,Unknown
1389,Pooja,Unknown,65.0,Mumbai,2020-10-10,,2460.355,3.0,,,Canada
,Neha,Female,43.0,Mumbai,,2024-08-26,2460.355,3.0,,,UK
1391,Ankit,Male,43.0,Kolkata,2022-01-18,2021-01-18,2460.355,3.0,,,Unknown
C1392,Pooja,Unknown,43.0,Kolkata,,,2111.61,3.0,,9762397844,USA
C1393,Neha,Female,43.0,Pune,,2025-10-02,2460.355,3.0,,,USA
1394,Amit,Male,43.0,Mumbai,2024-08-21,2020-08-23,2460.355,3.0,,,India
1395,Unknown,Male,43.0,Pune,,,2460.355,4.0,,,India
1396,Simran,Female,39.0,Pune,2025-02-18,2025-01-21,2460.355,3.0,user1395@mail.com,,USA
C1397,Pooja,Unknown,43.0,Ahmedabad,2024-07-05,2022-11-19,1928.13,3.0,,,UK
C1398,Ravi,Male,59.0,Ahmedabad,2023-08-11,,2460.355,3.0,,9260061049,Unknown
,Kiran,Male,54.0,Delhi,2021-10-10,,2460.355,4.0,,9660028680,Unknown
,Unknown,Female,43.0,Unknown,2024-11-25,,2460.355,3.0,,,Canada
1401,Ankit,Unknown,43.0,Hyderabad,2022-05-19,2023-09-20,2475.37,3.0,user1400@mail.com,,India
C1402,Rahul,Male,27.0,Bangalore,,,2460.355,3.0,,9467762506,USA
C1403,Unknown,Unknown,43.0,Ahmedabad,,,2460.355,1.0,user1402@mail.com,,India
C1404,Pooja,Female,67.0,Delhi,,2022-12-14,2460.355,3.0,,,Unknown
,Neha,Male,43.0,Chennai,2023-03-02,2022-07-11,2460.355,3.0,user1404@mail.com,,Australia
1406,Ankit,Female,43.0,Kolkata,2023-01-22,2021-11-19,4982.59,3.0,user1405@mail.com,9643012176,Canada
,Sneha,Unknown,43.0,Delhi,,,2460.355,3.0,,,UK
,Unknown,Female,43.0,Unknown,2022-08-13,,2460.355,2.0,,,UK
1409,Neha,Female,38.0,Bangalore,,2021-08-09,2460.355,5.0,,,USA
1410,Unknown,Male,43.0,Chennai,2021-03-05,,2460.355,3.0,,,Australia
1411,Kiran,Unknown,49.0,Delhi,,,3041.54,3.0,,,Australia
C1412,Simran,Unknown,43.0,Bangalore,,2022-02-20,2460.355,3.0,,9365279058,Unknown
1413,Ravi,Unknown,43.0,Bangalore,2025-03-09,2022-09-24,2460.355,2.0,user1412@mail.com,,India
1414,Unknown,Female,43.0,Hyderabad,2023-10-01,,2460.355,1.0,,9555229067,India
C1415,Ravi,Male,43.0,Ahmedabad,2023-09-06,,2460.355,3.0,,9232264949,Canada
1416,Neha,Unknown,49.0,Pune,,,3144.47,3.0,,,India
,Priya,Unknown,43.0,Chennai,2021-03-03,,2460.355,3.0,,,Unknown
1418,Rahul,Unknown,43.0,Ahmedabad,2025-08-05,,995.36,1.0,,,Canada
1419,Pooja,Male,43.0,Ahmedabad,2023-12-11,,3804.91,3.0,,9553592361,UK
,Simran,Female,43.0,Chennai,,,1579.25,3.0,,9566044545,USA
1421,Ankit,Male,43.0,Pune,2025-04-08,,1661.44,3.0,,9853029369,India
C1422,Simran,Unknown,43.0,Mumbai,,,2460.355,3.0,,,UK
,Ankit,Male,43.0,Pune,2022-06-29,,2460.355,3.0,,9891602735,Canada
